Date,Region,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Rolling Average
2019-05-31,Andhra Pradesh, Monthly,3.65,11999139.0,43.24,Rural,
2019-06-30,Andhra Pradesh, Monthly,3.05,11755881.0,42.05,Rural,
2019-07-31,Andhra Pradesh, Monthly,3.75,12086707.0,43.5,Rural,
2019-08-31,Andhra Pradesh, Monthly,3.32,12285693.0,43.97,Rural,
2019-09-30,Andhra Pradesh, Monthly,5.17,12256762.0,44.68,Rural,
2019-10-31,Andhra Pradesh, Monthly,3.52,12017412.0,43.01,Rural,
2019-11-30,Andhra Pradesh, Monthly,4.12,11397681.0,41.0,Rural,
2019-12-31,Andhra Pradesh, Monthly,4.38,12528395.0,45.14,Rural,
2020-01-31,Andhra Pradesh, Monthly,4.84,12016676.0,43.46,Rural,
2020-02-29,Andhra Pradesh, Monthly,5.91,11723617.0,42.83,Rural,
2020-03-31,Andhra Pradesh, Monthly,4.06,11359660.0,40.66,Rural,
2020-04-30,Andhra Pradesh, Monthly,16.29,8792827.0,36.03,Rural,5.171666666666667
2020-05-31,Andhra Pradesh, Monthly,14.46,9526902.0,38.16,Rural,6.072500000000001
2020-06-30,Andhra Pradesh, Monthly,0.85,15572975.0,53.76,Rural,5.889166666666667
2019-05-31,Assam, Monthly,4.29,11749334.0,57.39,Rural,5.934166666666667
2019-06-30,Assam, Monthly,5.08,8923222.0,43.87,Rural,6.0808333333333335
2019-07-31,Assam, Monthly,4.26,9911534.0,48.21,Rural,6.004999999999999
2019-08-31,Assam, Monthly,5.79,9292039.0,45.83,Rural,6.194166666666667
2019-09-30,Assam, Monthly,4.46,11468349.0,55.67,Rural,6.222499999999999
2019-10-31,Assam, Monthly,4.65,8395906.0,40.76,Rural,6.245
2019-11-30,Assam, Monthly,4.66,9625362.0,46.64,Rural,6.2299999999999995
2020-01-31,Assam, Monthly,4.29,11420996.0,54.9,Rural,6.095
2020-02-29,Assam, Monthly,3.26,8462814.0,40.17,Rural,6.028333333333333
2020-03-31,Assam, Monthly,3.77,9878742.0,47.05,Rural,4.985
2020-05-31,Assam, Monthly,9.38,9926176.0,50.0,Rural,4.5616666666666665
2020-06-30,Assam, Monthly,0.0,7544937.0,34.38,Rural,4.490833333333334
2019-05-31,Bihar, Monthly,9.27,24322330.0,39.75,Rural,4.905833333333334
2019-06-30,Bihar, Monthly,10.2,24097712.0,39.71,Rural,5.3325
2019-07-31,Bihar, Monthly,13.44,23248875.0,39.66,Rural,6.0975
2019-08-31,Bihar, Monthly,11.0,22260203.0,36.85,Rural,6.531666666666666
2019-09-30,Bihar, Monthly,8.87,23905700.0,38.57,Rural,6.899166666666666
2019-10-31,Bihar, Monthly,12.47,24053140.0,40.31,Rural,7.550833333333332
2019-11-30,Bihar, Monthly,12.4,22445989.0,37.51,Rural,8.195833333333333
2019-12-31,Bihar, Monthly,10.16,22914530.0,37.25,Rural,8.685
2020-01-31,Bihar, Monthly,9.13,23409006.0,37.54,Rural,9.174166666666666
2020-02-29,Bihar, Monthly,9.61,23168192.0,37.28,Rural,9.660833333333334
2020-03-31,Bihar, Monthly,15.39,22667882.0,38.88,Rural,10.161666666666667
2020-04-30,Bihar, Monthly,45.09,14645275.0,38.63,Rural,13.919166666666667
2020-05-31,Bihar, Monthly,47.26,14050319.0,38.5,Rural,17.085
2020-06-30,Bihar, Monthly,20.49,20622566.0,37.4,Rural,17.9425
2019-05-31,Chhattisgarh, Monthly,9.82,6259019.0,42.89,Rural,17.640833333333333
2019-06-30,Chhattisgarh, Monthly,6.76,6608626.0,43.71,Rural,17.287499999999998
2019-07-31,Chhattisgarh, Monthly,4.54,6753622.0,43.53,Rural,16.926666666666666
2019-08-31,Chhattisgarh, Monthly,4.64,6607694.0,42.55,Rural,16.274166666666666
2019-09-30,Chhattisgarh, Monthly,8.33,6490776.0,43.38,Rural,15.935
2019-10-31,Chhattisgarh, Monthly,6.96,7043840.0,46.28,Rural,15.668333333333331
2019-11-30,Chhattisgarh, Monthly,2.77,6942931.0,43.56,Rural,15.138333333333334
2019-12-31,Chhattisgarh, Monthly,6.11,6569385.0,42.59,Rural,14.84666666666667
2020-01-31,Chhattisgarh, Monthly,9.89,6236201.0,42.03,Rural,14.388333333333334
2020-02-29,Chhattisgarh, Monthly,7.89,6847173.0,45.05,Rural,11.288333333333334
2020-03-31,Chhattisgarh, Monthly,7.31,6894808.0,44.98,Rural,7.959166666666667
2020-04-30,Chhattisgarh, Monthly,0.0,6534321.0,39.43,Rural,6.251666666666666
2020-05-31,Chhattisgarh, Monthly,7.64,5454091.0,35.56,Rural,6.07
2020-06-30,Chhattisgarh, Monthly,10.14,5781095.0,38.66,Rural,6.351666666666667
2019-05-31,Delhi, Monthly,12.56,169487.0,42.33,Rural,7.0200000000000005
2019-06-30,Delhi, Monthly,9.33,149076.0,35.74,Rural,7.410833333333334
2019-07-31,Delhi, Monthly,11.07,166605.0,40.53,Rural,7.639166666666665
2019-08-31,Delhi, Monthly,17.18,135407.0,35.21,Rural,8.490833333333333
2019-09-30,Delhi, Monthly,12.5,166056.0,40.68,Rural,9.301666666666668
2019-10-31,Delhi, Monthly,15.84,149511.0,37.9,Rural,10.1125
2019-11-30,Delhi, Monthly,11.11,178768.0,42.71,Rural,10.214166666666667
2019-12-31,Delhi, Monthly,16.97,145671.0,37.08,Rural,10.970833333333333
2020-01-31,Delhi, Monthly,13.48,157791.0,38.36,Rural,11.485
2020-02-29,Delhi, Monthly,13.81,147500.0,35.84,Rural,12.635833333333332
2020-03-31,Delhi, Monthly,15.18,152413.0,37.45,Rural,13.264166666666668
2020-04-30,Delhi, Monthly,20.69,115487.0,30.21,Rural,14.143333333333333
2020-05-31,Delhi, Monthly,22.76,129610.0,34.65,Rural,14.993333333333332
2020-06-30,Delhi, Monthly,21.14,112108.0,29.22,Rural,15.9775
2019-05-31,Goa, Monthly,2.91,179340.0,39.16,Rural,15.2975
2019-06-30,Goa, Monthly,5.45,170471.0,38.19,Rural,14.319999999999999
2019-07-31,Goa, Monthly,10.98,167437.0,39.81,Rural,14.193333333333333
2019-08-31,Goa, Monthly,1.98,183603.0,39.61,Rural,13.038333333333334
2019-09-30,Goa, Monthly,3.61,163215.0,35.78,Rural,12.413333333333334
2019-10-31,Goa, Monthly,7.21,177440.0,40.36,Rural,11.6
2019-11-30,Goa, Monthly,23.71,159489.0,44.09,Rural,12.4525
2019-12-31,Goa, Monthly,3.54,177155.0,38.7,Rural,11.596666666666666
2020-01-31,Goa, Monthly,5.38,158936.0,35.36,Rural,10.780000000000001
2020-02-29,Goa, Monthly,0.0,171672.0,36.11,Rural,9.055833333333334
2020-04-30,Goa, Monthly,15.91,181657.0,45.36,Rural,8.485
2020-05-31,Goa, Monthly,20.0,128538.0,33.71,Rural,8.39
2019-05-31,Gujarat, Monthly,2.88,13954728.0,52.03,Rural,8.387500000000001
2019-06-30,Gujarat, Monthly,4.77,13199281.0,50.12,Rural,8.330833333333333
2019-07-31,Gujarat, Monthly,4.58,14327083.0,54.21,Rural,7.7975
2019-08-31,Gujarat, Monthly,3.7,13507342.0,50.57,Rural,7.940833333333334
2019-09-30,Gujarat, Monthly,6.29,13280783.0,51.01,Rural,8.164166666666668
2019-10-31,Gujarat, Monthly,4.91,13828512.0,52.27,Rural,7.9725
2019-11-30,Gujarat, Monthly,4.68,14487815.0,54.55,Rural,6.386666666666667
2019-12-31,Gujarat, Monthly,3.46,13877825.0,51.51,Rural,6.38
2020-01-31,Gujarat, Monthly,5.35,14301844.0,54.07,Rural,6.3775
2020-02-29,Gujarat, Monthly,6.64,13973042.0,53.48,Rural,6.930833333333333
2020-03-31,Gujarat, Monthly,7.59,13483615.0,52.06,Rural,6.237500000000001
2020-04-30,Gujarat, Monthly,12.0,8587594.0,34.77,Rural,5.570833333333333
2020-05-31,Gujarat, Monthly,14.58,11121124.0,46.31,Rural,6.545833333333333
2020-06-30,Gujarat, Monthly,1.41,13243922.0,47.72,Rural,6.265833333333333
2019-05-31,Haryana, Monthly,14.54,5249186.0,45.12,Rural,7.095833333333334
2019-06-30,Haryana, Monthly,23.08,4745178.0,45.23,Rural,8.710833333333333
2019-07-31,Haryana, Monthly,16.22,4826560.0,42.17,Rural,9.538333333333332
2019-08-31,Haryana, Monthly,30.94,4558306.0,48.23,Rural,11.707499999999998
2019-09-30,Haryana, Monthly,16.36,5127956.0,44.72,Rural,12.680833333333332
2019-10-31,Haryana, Monthly,24.17,4798833.0,46.07,Rural,14.406666666666666
2019-11-30,Haryana, Monthly,16.59,4875763.0,42.48,Rural,15.343333333333332
2019-12-31,Haryana, Monthly,29.56,4603484.0,47.4,Rural,17.253333333333334
2020-01-31,Haryana, Monthly,16.21,5062293.0,43.74,Rural,17.971666666666668
2020-02-29,Haryana, Monthly,27.19,4570108.0,45.37,Rural,19.2375
2020-03-31,Haryana, Monthly,23.92,4366148.0,41.4,Rural,20.015833333333333
2020-04-30,Haryana, Monthly,41.61,4041050.0,49.85,Rural,23.36583333333333
2020-05-31,Haryana, Monthly,34.22,3914193.0,42.78,Rural,25.00583333333334
2020-06-30,Haryana, Monthly,35.57,4357835.0,48.53,Rural,26.046666666666667
2019-05-31,Himachal Pradesh, Monthly,13.68,2045760.0,44.23,Rural,25.834999999999997
2019-06-30,Himachal Pradesh, Monthly,11.43,1957081.0,41.18,Rural,24.209166666666665
2019-07-31,Himachal Pradesh, Monthly,20.59,1916824.0,44.91,Rural,24.561666666666667
2019-08-31,Himachal Pradesh, Monthly,18.56,1969248.0,44.91,Rural,24.094166666666666
2019-09-30,Himachal Pradesh, Monthly,15.98,2039804.0,45.02,Rural,24.043333333333333
2019-10-31,Himachal Pradesh, Monthly,15.81,1946957.0,42.81,Rural,22.897499999999997
2019-11-30,Himachal Pradesh, Monthly,22.86,2024409.0,48.5,Rural,23.451666666666668
2019-12-31,Himachal Pradesh, Monthly,19.46,1922821.0,44.05,Rural,22.8075
2020-01-31,Himachal Pradesh, Monthly,16.67,2041035.0,45.11,Rural,22.203333333333333
2020-02-29,Himachal Pradesh, Monthly,15.42,1952464.0,42.45,Rural,20.020833333333332
2020-03-31,Himachal Pradesh, Monthly,17.71,1800426.0,40.17,Rural,18.645
2020-04-30,Himachal Pradesh, Monthly,2.13,984171.0,18.43,Rural,15.858333333333334
2020-05-31,Himachal Pradesh, Monthly,25.64,1732050.0,42.62,Rural,16.855
2020-06-30,Himachal Pradesh, Monthly,1.12,2230075.0,41.2,Rural,15.995833333333332
2019-05-31,Jammu & Kashmir, Monthly,12.78,2495186.0,40.57,Rural,15.344999999999999
2019-06-30,Jammu & Kashmir, Monthly,12.09,2423742.0,39.02,Rural,14.805833333333332
2019-07-31,Jammu & Kashmir, Monthly,13.67,2549316.0,41.71,Rural,14.613333333333332
2019-08-31,Jammu & Kashmir, Monthly,11.32,2778624.0,44.17,Rural,14.239166666666668
2019-10-31,Jammu & Kashmir, Monthly,19.27,2477621.0,43.08,Rural,13.94
2019-11-30,Jammu & Kashmir, Monthly,14.73,2415724.0,39.69,Rural,13.545833333333334
2020-01-31,Jammu & Kashmir, Monthly,22.19,2373488.0,42.56,Rural,14.005833333333333
2020-02-29,Jammu & Kashmir, Monthly,21.23,2163397.0,38.25,Rural,14.49
2020-03-31,Jammu & Kashmir, Monthly,16.0,2361004.0,39.06,Rural,14.347499999999998
2020-05-31,Jammu & Kashmir, Monthly,2.22,2716966.0,38.46,Rural,14.354999999999999
2020-06-30,Jammu & Kashmir, Monthly,18.97,2049617.0,34.94,Rural,13.799166666666666
2019-05-31,Jharkhand, Monthly,7.11,7035766.0,39.04,Rural,14.298333333333334
2019-06-30,Jharkhand, Monthly,8.46,7319782.0,41.12,Rural,13.938333333333333
2019-07-31,Jharkhand, Monthly,9.98,6958404.0,39.66,Rural,13.762500000000001
2019-08-31,Jharkhand, Monthly,12.06,7015356.0,40.83,Rural,13.628333333333336
2019-09-30,Jharkhand, Monthly,7.12,7500122.0,41.24,Rural,13.278333333333334
2019-10-31,Jharkhand, Monthly,6.57,7761243.0,42.33,Rural,12.22
2019-11-30,Jharkhand, Monthly,8.07,7279628.0,40.26,Rural,11.665
2019-12-31,Jharkhand, Monthly,15.15,6873437.0,41.09,Rural,11.078333333333333
2020-01-31,Jharkhand, Monthly,6.16,7868736.0,42.43,Rural,9.8225
2020-02-29,Jharkhand, Monthly,9.06,7932402.0,44.05,Rural,9.244166666666667
2020-03-31,Jharkhand, Monthly,5.01,7157454.0,37.96,Rural,9.476666666666667
2020-04-30,Jharkhand, Monthly,41.72,4280434.0,36.92,Rural,11.3725
2020-05-31,Jharkhand, Monthly,55.1,3315038.0,37.03,Rural,15.371666666666664
2020-06-30,Jharkhand, Monthly,21.53,6375114.0,40.65,Rural,16.460833333333337
2019-05-31,Karnataka, Monthly,5.46,13911440.0,46.36,Rural,16.084166666666665
2019-06-30,Karnataka, Monthly,5.98,12888490.0,43.12,Rural,15.5775
2019-07-31,Karnataka, Monthly,0.52,12169808.0,38.42,Rural,15.027499999999998
2019-08-31,Karnataka, Monthly,0.37,12686470.0,39.93,Rural,14.510833333333332
2019-09-30,Karnataka, Monthly,3.2,13741892.0,44.45,Rural,14.104999999999999
2019-10-31,Karnataka, Monthly,7.13,12803527.0,43.1,Rural,13.436666666666667
2019-11-30,Karnataka, Monthly,1.19,11537217.0,36.45,Rural,13.0225
2019-12-31,Karnataka, Monthly,0.41,12756132.0,39.92,Rural,12.301666666666668
2020-01-31,Karnataka, Monthly,2.57,13938874.0,44.52,Rural,12.098333333333334
2020-02-29,Karnataka, Monthly,4.11,12753657.0,41.33,Rural,8.964166666666667
2020-03-31,Karnataka, Monthly,2.39,12853818.0,40.85,Rural,4.571666666666666
2020-04-30,Karnataka, Monthly,33.17,9330400.0,43.25,Rural,5.541666666666667
2020-05-31,Karnataka, Monthly,23.72,10626328.0,43.09,Rural,7.063333333333333
2020-06-30,Karnataka, Monthly,10.92,15396213.0,53.37,Rural,7.474999999999999
2019-05-31,Kerala, Monthly,6.63,5184355.0,38.07,Rural,7.984166666666667
2019-06-30,Kerala, Monthly,9.0,5605627.0,42.19,Rural,8.703333333333333
2019-07-31,Kerala, Monthly,4.95,4855393.0,34.96,Rural,8.849166666666667
2019-08-31,Kerala, Monthly,10.32,5233449.0,39.9,Rural,9.115
2019-09-30,Kerala, Monthly,5.35,5400499.0,38.97,Rural,9.461666666666666
2019-10-31,Kerala, Monthly,9.14,5328825.0,40.02,Rural,10.189166666666667
2019-11-30,Kerala, Monthly,5.0,4557906.0,32.71,Rural,10.391666666666666
2019-12-31,Kerala, Monthly,10.77,5065804.0,38.67,Rural,10.946666666666665
2020-01-31,Kerala, Monthly,4.11,5307026.0,37.66,Rural,11.090000000000002
2020-02-29,Kerala, Monthly,8.91,5203579.0,38.84,Rural,9.068333333333333
2020-03-31,Kerala, Monthly,8.85,4141953.0,30.87,Rural,7.829166666666666
2020-04-30,Kerala, Monthly,10.71,1754170.0,13.33,Rural,7.811666666666667
2020-05-31,Kerala, Monthly,23.38,3799919.0,33.62,Rural,9.2075
2020-06-30,Kerala, Monthly,27.66,3952088.0,37.01,Rural,10.762500000000001
2019-05-31,Madhya Pradesh, Monthly,3.63,15349838.0,37.97,Rural,10.6525
2019-06-30,Madhya Pradesh, Monthly,4.25,16294794.0,40.48,Rural,10.146666666666667
2019-07-31,Madhya Pradesh, Monthly,3.92,16274707.0,40.2,Rural,10.0275
2019-08-31,Madhya Pradesh, Monthly,4.94,16559137.0,41.25,Rural,9.6775
2019-09-30,Madhya Pradesh, Monthly,3.08,16159315.0,39.4,Rural,9.5175
2019-10-31,Madhya Pradesh, Monthly,2.98,17060638.0,41.46,Rural,8.868333333333332
2019-11-30,Madhya Pradesh, Monthly,2.72,16306428.0,39.44,Rural,8.7525
2019-12-31,Madhya Pradesh, Monthly,2.94,16854647.0,40.77,Rural,8.255
2020-01-31,Madhya Pradesh, Monthly,3.66,16183702.0,39.35,Rural,7.822500000000001
2020-02-29,Madhya Pradesh, Monthly,4.42,16178044.0,39.57,Rural,7.298333333333333
2020-03-31,Madhya Pradesh, Monthly,1.19,16480441.0,38.9,Rural,5.449166666666667
2020-04-30,Madhya Pradesh, Monthly,12.5,14238959.0,37.88,Rural,4.185833333333334
2020-05-31,Madhya Pradesh, Monthly,22.46,13099601.0,39.24,Rural,5.755
2020-06-30,Madhya Pradesh, Monthly,6.46,16748971.0,41.5,Rural,5.939166666666666
2019-05-31,Maharashtra, Monthly,3.67,23896858.0,47.11,Rural,5.918333333333333
2019-06-30,Maharashtra, Monthly,4.34,23056511.0,45.69,Rural,5.868333333333333
2019-07-31,Maharashtra, Monthly,3.66,24843750.0,48.8,Rural,5.916666666666667
2019-08-31,Maharashtra, Monthly,3.76,26835389.0,52.67,Rural,5.9816666666666665
2019-09-30,Maharashtra, Monthly,4.4,25219281.0,49.74,Rural,6.121666666666667
2019-10-31,Maharashtra, Monthly,3.81,24330249.0,47.61,Rural,6.194166666666667
2019-11-30,Maharashtra, Monthly,3.68,24881383.0,48.53,Rural,6.195833333333334
2019-12-31,Maharashtra, Monthly,3.03,26357625.0,50.98,Rural,6.080000000000001
2020-01-31,Maharashtra, Monthly,3.8,25881398.0,50.36,Rural,6.297499999999999
2020-02-29,Maharashtra, Monthly,4.24,25293535.0,49.36,Rural,5.609166666666667
2020-03-31,Maharashtra, Monthly,5.38,23130976.0,45.6,Rural,4.185833333333333
2020-04-30,Maharashtra, Monthly,25.28,15014802.0,37.42,Rural,5.754166666666666
2020-05-31,Maharashtra, Monthly,16.89,18423447.0,41.21,Rural,6.855833333333333
2020-06-30,Maharashtra, Monthly,9.4,23601016.0,48.34,Rural,7.2775
2019-05-31,Meghalaya, Monthly,3.16,1119011.0,66.13,Rural,7.235833333333333
2019-06-30,Meghalaya, Monthly,4.23,1024797.0,61.09,Rural,7.275000000000001
2019-07-31,Meghalaya, Monthly,1.03,1158511.0,66.67,Rural,6.9941666666666675
2019-08-31,Meghalaya, Monthly,0.52,1065725.0,60.86,Rural,6.72
2019-09-30,Meghalaya, Monthly,0.24,1162159.0,66.02,Rural,6.433333333333334
2019-10-31,Meghalaya, Monthly,3.7,1080609.0,63.44,Rural,6.489166666666667
2019-11-30,Meghalaya, Monthly,1.5,1205703.0,69.03,Rural,6.297499999999999
2019-12-31,Meghalaya, Monthly,1.8,1102997.0,63.18,Rural,6.094166666666666
2020-01-31,Meghalaya, Monthly,0.97,1229406.0,69.66,Rural,5.7266666666666675
2020-02-29,Meghalaya, Monthly,2.76,1112864.0,64.06,Rural,3.85
2020-03-31,Meghalaya, Monthly,1.28,1192616.0,67.46,Rural,2.549166666666667
2020-04-30,Meghalaya, Monthly,8.38,803118.0,48.83,Rural,2.464166666666667
2020-05-31,Meghalaya, Monthly,3.73,992148.0,57.26,Rural,2.511666666666667
2020-06-30,Meghalaya, Monthly,1.35,1150200.0,64.63,Rural,2.271666666666667
2019-05-31,Odisha, Monthly,4.17,11155753.0,40.47,Rural,2.5333333333333337
2019-06-30,Odisha, Monthly,4.71,10965154.0,39.94,Rural,2.8825000000000003
2019-07-31,Odisha, Monthly,3.31,12009883.0,43.05,Rural,3.1383333333333336
2019-08-31,Odisha, Monthly,3.68,11727659.0,42.13,Rural,3.136666666666667
2019-09-30,Odisha, Monthly,4.31,11167715.0,40.32,Rural,3.370833333333333
2019-10-31,Odisha, Monthly,4.28,11621534.0,41.88,Rural,3.5775
2019-11-30,Odisha, Monthly,4.72,12192623.0,44.06,Rural,3.89
2019-12-31,Odisha, Monthly,4.67,11345069.0,40.91,Rural,4.049166666666667
2020-01-31,Odisha, Monthly,1.81,11182128.0,39.09,Rural,4.093333333333334
2020-02-29,Odisha, Monthly,3.31,11842655.0,41.98,Rural,3.670833333333333
2020-03-31,Odisha, Monthly,15.09,9814156.0,39.55,Rural,4.617500000000001
2020-04-30,Odisha, Monthly,24.48,5562449.0,25.16,Rural,6.545000000000001
2020-05-31,Odisha, Monthly,9.45,9683719.0,36.48,Rural,6.984999999999999
2020-06-30,Odisha, Monthly,4.59,10187145.0,36.36,Rural,6.9750000000000005
2019-05-31,Puducherry, Monthly,0.0,172474.0,43.08,Rural,6.699166666666667
2019-06-30,Puducherry, Monthly,0.0,184527.0,45.95,Rural,6.392499999999999
2019-07-31,Puducherry, Monthly,0.0,139227.0,34.56,Rural,6.033333333333332
2019-08-31,Puducherry, Monthly,4.85,183930.0,47.83,Rural,6.0808333333333335
2019-09-30,Puducherry, Monthly,0.0,175718.0,43.34,Rural,5.6875
2019-10-31,Puducherry, Monthly,1.18,180283.0,44.85,Rural,5.396666666666667
2019-11-30,Puducherry, Monthly,0.0,142787.0,35.0,Rural,5.245833333333333
2019-12-31,Puducherry, Monthly,1.99,180808.0,45.07,Rural,5.135833333333333
2020-01-31,Puducherry, Monthly,0.58,176252.0,43.18,Rural,3.9266666666666663
2020-02-29,Puducherry, Monthly,1.74,183619.0,45.38,Rural,2.0316666666666667
2020-03-31,Puducherry, Monthly,2.31,142176.0,35.23,Rural,1.4366666666666665
2020-04-30,Puducherry, Monthly,74.51,49420.0,46.79,Rural,7.263333333333333
2019-05-31,Punjab, Monthly,9.17,6088547.0,44.79,Rural,8.027500000000002
2019-06-30,Punjab, Monthly,12.21,6025235.0,45.79,Rural,9.045
2019-07-31,Punjab, Monthly,9.64,6308129.0,46.5,Rural,9.848333333333334
2019-08-31,Punjab, Monthly,6.69,6183427.0,44.08,Rural,10.001666666666669
2019-09-30,Punjab, Monthly,8.59,6260971.0,45.49,Rural,10.717500000000001
2019-10-31,Punjab, Monthly,12.56,6021921.0,45.66,Rural,11.665833333333333
2019-11-30,Punjab, Monthly,7.07,6395022.0,45.55,Rural,12.255
2019-12-31,Punjab, Monthly,6.13,6164215.0,43.4,Rural,12.6
2020-01-31,Punjab, Monthly,9.69,6189471.0,45.22,Rural,13.359166666666667
2020-02-29,Punjab, Monthly,10.41,6009820.0,44.19,Rural,14.081666666666669
2020-03-31,Punjab, Monthly,10.51,6373692.0,46.85,Rural,14.765
2020-04-30,Punjab, Monthly,3.69,4721590.0,32.2,Rural,8.863333333333333
2020-05-31,Punjab, Monthly,40.59,3727366.0,41.14,Rural,11.481666666666667
2020-06-30,Punjab, Monthly,20.0,5364047.0,43.9,Rural,12.130833333333333
2019-05-31,Rajasthan, Monthly,4.03,15226005.0,38.52,Rural,11.663333333333332
2019-06-30,Rajasthan, Monthly,13.7,14610564.0,41.02,Rural,12.2475
2019-07-31,Rajasthan, Monthly,9.7,14859873.0,39.78,Rural,12.339999999999998
2019-08-31,Rajasthan, Monthly,12.5,15052051.0,41.48,Rural,12.334999999999999
2019-09-30,Rajasthan, Monthly,5.45,15419779.0,39.24,Rural,12.200000000000001
2019-10-31,Rajasthan, Monthly,14.66,15178544.0,42.69,Rural,12.910833333333334
2019-11-30,Rajasthan, Monthly,10.47,15278556.0,40.87,Rural,12.975833333333334
2019-12-31,Rajasthan, Monthly,13.96,15485307.0,43.0,Rural,13.271666666666668
2020-01-31,Rajasthan, Monthly,8.0,15484353.0,40.12,Rural,13.062500000000002
2020-02-29,Rajasthan, Monthly,14.48,15040572.0,41.83,Rural,13.961666666666666
2020-03-31,Rajasthan, Monthly,9.47,15059769.0,39.47,Rural,11.368333333333334
2020-04-30,Rajasthan, Monthly,12.25,13051219.0,35.21,Rural,10.722500000000002
2020-05-31,Rajasthan, Monthly,10.45,15586833.0,41.11,Rural,11.2575
2020-06-30,Rajasthan, Monthly,13.86,16076978.0,43.98,Rural,11.270833333333334
2019-10-31,Sikkim, Monthly,5.48,146688.0,44.06,Rural,10.919166666666667
2019-11-30,Sikkim, Monthly,13.11,162426.0,53.04,Rural,10.97
2019-12-31,Sikkim, Monthly,1.0,161647.0,46.3,Rural,10.599166666666667
2020-04-30,Sikkim, Monthly,0.0,133399.0,37.72,Rural,9.3775
2020-06-30,Sikkim, Monthly,5.81,141313.0,42.36,Rural,8.989166666666666
2019-05-31,Tamil Nadu, Monthly,0.97,15844698.0,49.44,Rural,7.906666666666666
2019-06-30,Tamil Nadu, Monthly,0.92,16375303.0,50.99,Rural,7.316666666666666
2019-07-31,Tamil Nadu, Monthly,6.01,16455928.0,53.94,Rural,6.610833333333333
2019-08-31,Tamil Nadu, Monthly,2.91,16463931.0,52.17,Rural,6.064166666666666
2019-09-30,Tamil Nadu, Monthly,1.71,14595441.0,45.62,Rural,5.185833333333333
2019-10-31,Tamil Nadu, Monthly,1.46,15595647.0,48.55,Rural,4.4366666666666665
2019-11-30,Tamil Nadu, Monthly,2.46,16223430.0,50.95,Rural,3.4866666666666664
2019-12-31,Tamil Nadu, Monthly,3.73,15356938.0,48.8,Rural,3.340833333333333
2020-01-31,Tamil Nadu, Monthly,1.18,14954646.0,46.23,Rural,2.3466666666666667
2020-02-29,Tamil Nadu, Monthly,1.17,15828488.0,48.86,Rural,2.3608333333333333
2020-03-31,Tamil Nadu, Monthly,6.36,15848590.0,51.56,Rural,2.890833333333333
2020-04-30,Tamil Nadu, Monthly,53.19,5086200.0,33.05,Rural,6.839166666666666
2020-05-31,Tamil Nadu, Monthly,38.73,5768342.0,28.6,Rural,9.985833333333332
2020-06-30,Tamil Nadu, Monthly,2.06,10169115.0,31.49,Rural,10.080833333333333
